Date,Close,High,Low,Open,Volume
,SLB,SLB,SLB,SLB,SLB
2001-01-02,25.365468978881836,25.695142505365773,24.880654969346633,24.880654969346633,6675800
2001-01-03,24.74489974975586,25.287891280314764,24.43461887515077,25.268498725651945,12393800
2001-01-04,24.10495948791504,24.53159593902858,23.271079151647665,24.512203373068875,11791400
2001-01-05,23.814058303833008,24.589760528713562,23.639525303234883,24.104946638163213,6584200
2001-01-08,23.891630172729492,24.337658982772332,23.73648971706242,24.027378071438182,4615000
2001-01-09,23.94980812072754,24.473407164662472,23.69770487735146,24.376444378748594,7282400
2001-01-10,24.279478073120117,24.47340361683513,23.85284187694708,23.89162698569008,7696000
2001-01-11,24.958219528198242,25.01639719609614,24.318265181321365,24.570368408878924,9695000
2001-01-12,25.152151107788086,25.210328789610266,24.70612221381806,24.822477577462415,5219600
2001-01-16,24.996997833251953,25.365456296271184,24.473398964750942,25.152138238733734,7114000
2001-01-17,23.73649024963379,24.357052086225522,23.464994446124905,24.357052086225522,9685600
2001-01-18,22.59232521057129,24.0079816400749,22.456577333769573,23.755878440300283,10294000
2001-01-19,22.86382484436035,22.980180187079743,22.2238704594037,22.61172160180167,8969400
2001-01-22,22.844436645507812,23.3098581051786,22.631118476492034,22.960792010425507,6045400
2001-01-23,22.921998977661133,23.29045750606685,22.66989577401511,23.135317073053915,6757200
2001-01-24,23.426212310791016,23.77527838826969,22.825042955133302,23.271071831911605,5649800
2001-01-25,24.49279022216797,24.512182771829224,23.17409684520247,23.445592540460073,9040200
2001-01-26,23.988588333129883,24.49279471684967,23.75587769448998,24.473402163629675,7697000
2001-01-29,23.466543197631836,23.860601259289833,23.32071316571874,23.73648842804506,5055800
2001-01-30,23.426212310791016,23.814063507989545,23.177986597681624,23.67443802390041,5095000
2001-01-31,23.829578399658203,23.84509102712551,23.302099353397345,23.503782448518972,4706600
2001-02-01,23.4293155670166,23.522398433131862,23.159370284045124,23.519297328007095,3812400
2001-02-02,23.891630172729492,24.031255635927664,23.581349261395342,23.739593189007298,4939600
2001-02-05,24.20502471923828,24.40360439649153,23.891640204375054,23.891640204375054,6697800
2001-02-06,24.602170944213867,24.682844634812227,23.876112463339084,24.313609634818988,6371800
2001-02-07,24.561832427978516,24.7945430579529,24.201905517335767,24.49667136840134,8329200
2001-02-08,24.322917938232422,24.785235785544376,24.270170756894228,24.561835540949343,5878200
2001-02-09,24.263965606689453,24.775929568803274,24.127443619446407,24.512191275367492,4858200
2001-02-12,21.409379959106445,23.302092786388013,21.254239524620168,23.11592473845551,30477000
2001-02-13,19.864181518554688,21.223213330590344,19.79592052768216,21.099100501249577,37295200
2001-02-14,20.304780960083008,20.428891414705276,19.702835312693242,20.087582929983675,27961000
2001-02-15,19.935548782348633,20.32339992597409,19.665604717801084,20.32339992597409,15092400
2001-02-16,20.013113021850586,20.289262764089532,19.71834600418312,20.16825343287268,17278800
2001-02-20,20.220996856689453,20.445050217639828,20.07162557521323,20.21165922257921,11110000
2001-02-21,19.698196411132812,20.14630661844018,19.66707809189439,19.76043423669745,11131800
2001-02-22,19.43056869506836,20.32056731248248,19.293646470051723,20.164973389336904,11803000
2001-02-23,18.67438316345215,19.682632363355992,18.581027041833966,19.480359777277023,12068000
2001-02-26,20.11829948425293,20.227214781317247,19.147392320046553,19.262532705043352,15737800
2001-02-27,20.04050636291504,20.214770871770757,19.916030696228436,20.133861332298086,8766200
2001-02-28,19.838233947753906,20.146309386643892,19.573724636619033,20.10274325888878,7727000
2001-03-01,19.704421997070312,20.084071697094558,19.604841942488196,19.853792078943485,8348400
2001-03-02,20.351696014404297,20.538408342684395,19.65774571818825,19.791556655387932,8198600
2001-03-05,20.609981536865234,20.911831891605626,20.24277961522103,20.376590545333134,5393600
2001-03-06,20.877601623535156,21.02386036230443,20.382813846857154,20.538407845688123,5632000
2001-03-07,21.534202575683594,21.537315119574853,20.880708434864864,20.880708434864864,8284600
2001-03-08,21.45952033996582,21.646232631588358,21.00518622648659,21.39417115660671,7693200
2001-03-09,21.3817195892334,21.658676620780675,21.110985270835137,21.347488731475853,7160800
2001-03-12,21.157657623291016,21.58087321654548,20.672205420394498,21.384825759415996,6853600
2001-03-13,20.5850830078125,21.036304577761566,20.491725674772745,21.036304577761566,6283200
2001-03-14,20.258337020874023,20.989628298956152,20.1214159241291,20.53840667767753,6947200
2001-03-15,19.803998947143555,20.413926982617618,19.6048388692,20.258333023338253,7691400
2001-03-16,19.04470443725586,19.853792702936694,18.98246660441397,19.32477290441249,12111800
2001-03-19,19.74797821044922,19.916019913369222,19.24696564456956,19.24696564456956,6448000
2001-03-20,20.24588966369629,20.631764476777352,19.832010258492552,19.962709830248652,7572400
2001-03-21,19.604835510253906,20.245881752916684,19.542597699787983,19.807108097496286,6491400
2001-03-22,18.970006942749023,19.502137766104028,18.609029162409776,19.455460310965467,10645400
2001-03-23,19.54570770263672,19.884902479145225,18.910884255156837,19.246966488648493,7771000
2001-03-26,19.853792190551758,20.149420998605244,19.72931771516832,19.72931771516832,6153000
2001-03-27,19.542593002319336,20.143186719925946,19.309202159488084,20.00937587506905,6205400
2001-03-28,18.839319229125977,19.50837262539794,18.764633597018523,19.480365661743622,6342600
2001-03-29,17.983545303344727,18.615256229713843,17.83106274158974,18.54679452601723,10501200
2001-03-30,17.927534103393555,18.512567654964045,17.899527146480935,18.04889718765238,14008800
2001-04-02,17.196243286132812,18.00222001591616,16.997083214803556,17.971101699928834,10109000
2001-04-03,16.505403518676758,17.457637560889413,16.443165712504463,17.395400941804535,12499200
2001-04-04,16.813480377197266,17.27403828620811,16.60187252885613,16.648551184582494,12803400
2001-04-05,17.734596252441406,17.846622882289953,17.05931799461607,17.23047107622942,10900200
