Date,Close,High,Low,Open,Volume
,BEP,BEP,BEP,BEP,BEP
2005-11-15,3.5961148738861084,3.7177876561210006,3.5880032421669616,3.596114873886109,5254
2005-11-16,3.6312642097473145,3.633968086551892,3.593410418355233,3.631264209747314,13323
2005-11-17,3.6961581707000732,3.6961581707000737,3.6204503172728857,3.6961581707000737,13136
2005-11-18,3.6853420734405518,3.693453463171825,3.639376160659091,3.685342073440552,17451
2005-11-21,3.7502338886260986,3.7637535165716924,3.709676214469527,3.7502338886260986,124600
2005-11-22,3.817830801010132,3.817830801010132,3.7259001745994262,3.817830801010132,9758
2005-11-23,3.8124232292175293,3.8124232292175297,3.796199963245101,3.8124232292175297,9383
2005-11-25,3.9935808181762695,3.99358081817627,3.99358081817627,3.99358081817627,938
2005-11-28,4.147700309753418,4.2180001673814465,3.9773581795451234,4.147700309753418,13698
2005-11-29,4.166626930236816,4.236926779010199,4.166626930236816,4.166626930236816,11071
2005-11-30,4.420788288116455,4.420788288116455,4.2477420688478,4.420788288116455,5442
2005-12-01,4.277484893798828,4.277484893798828,4.161219598573883,4.277484893798828,9570
2005-12-02,4.250446796417236,4.250446796417236,4.21259298886492,4.250446796417236,3753
2005-12-05,4.161219120025635,4.161219120025635,4.150404093807484,4.161219120025635,3378
2005-12-06,4.180145740509033,4.180145740509033,4.1693307143899805,4.180145740509033,751
2005-12-07,4.180145740509033,4.180145740509033,4.180145740509033,4.180145740509033,751
2005-12-08,4.136885166168213,4.150405040737828,4.131477893761518,4.136885166168213,4316
2005-12-09,4.163923263549805,4.182849923544755,4.131477215078338,4.163923263549805,4504
2005-12-12,4.209887981414795,4.209887981414795,4.1963685952475,4.209887981414795,4128
2005-12-13,4.22340726852417,4.269373185681141,4.209888364997194,4.22340726852417,5817
2005-12-14,4.282893180847168,4.282893180847167,4.255854399157208,4.282893180847167,4879
2005-12-15,4.282893180847168,4.282893180847167,4.282893180847167,4.282893180847167,4879
2005-12-16,4.239630222320557,4.239630222320557,4.236926345039131,4.239630222320557,6192
2005-12-19,4.239630222320557,4.239630222320557,4.239630222320557,4.239630222320557,1126
2005-12-20,4.196368217468262,4.196368217468262,4.196368217468262,4.196368217468262,188
2005-12-21,4.23151969909668,4.2504463589889205,4.193665411567862,4.23151969909668,9383
2005-12-22,4.190962314605713,4.236927270687786,4.190962314605713,4.190962314605713,563
2005-12-23,4.21799898147583,4.21799898147583,4.207183956792961,4.21799898147583,1314
2005-12-27,4.21799898147583,4.21799898147583,4.21799898147583,4.21799898147583,1314
2005-12-28,4.180145740509033,4.180145740509033,4.180145740509033,4.180145740509033,1689
2005-12-29,4.182848930358887,4.199072192678615,4.182848930358887,4.182848930358887,1501
2005-12-30,4.196368217468262,4.204479848438386,4.196368217468262,4.196368217468262,1689
2006-01-03,4.2585577964782715,4.318042625607296,4.245038891032014,4.2585577964782715,25896
2006-01-04,4.250446796417236,4.288300603969553,4.250446796417236,4.250446796417236,4691
2006-01-05,4.24233341217041,4.261260066201396,4.24233341217041,4.24233341217041,1689
2006-01-06,4.24774169921875,4.280187741540209,4.217999050208005,4.24774169921875,13886
2006-01-09,4.280188083648682,4.291003593244327,4.280188083648682,4.280188083648682,2627
2006-01-10,4.280188083648682,4.280188083648682,4.280188083648682,4.280188083648682,2439
2006-01-11,4.2747802734375,4.2747802734375,4.2747802734375,4.2747802734375,751
2006-01-12,4.2747802734375,4.2747802734375,4.2747802734375,4.2747802734375,563
2006-01-13,4.309930801391602,4.309930801391602,4.309930801391602,4.309930801391602,563
2006-01-17,4.347784042358398,4.382933960691365,4.339671927208251,4.347784042358398,7694
2006-01-18,4.347784042358398,4.347784042358398,4.347784042358398,4.347784042358398,7694
2006-01-19,4.439715385437012,4.439715385437012,4.420788725509965,4.439715385437012,751
2006-01-20,4.447826862335205,4.447826862335205,4.447826862335205,4.447826862335205,375
2006-01-23,4.447826862335205,4.447826862335205,4.447826862335205,4.447826862335205,0
2006-01-24,4.474864482879639,4.474864482879639,4.461345580827054,4.474864482879639,2815
2006-01-25,4.496496200561523,4.496496200561523,4.48568069013758,4.496496200561523,938
2006-01-26,4.499198913574219,4.499198913574219,4.499198913574219,4.499198913574219,1126
2006-01-27,4.526238918304443,4.528942796237763,4.485681233176875,4.526238918304444,14261
2006-01-30,4.553277015686035,4.564092041927313,4.515422730289068,4.553277015686035,3002
2006-01-31,4.5586838722229,4.5586838722229,4.545164969682918,4.5586838722229,3753
2006-02-01,4.545166015625,4.558684921275979,4.49920057511837,4.545166015625,5442
2006-02-02,4.482976913452148,4.482976913452148,4.482976913452148,4.482976913452148,1126
2006-02-03,4.458642959594727,4.493792405155924,4.458642959594727,4.458642959594727,3753
2006-02-06,4.43160343170166,4.43160343170166,4.43160343170166,4.43160343170166,188
2006-02-07,4.418084144592285,4.428899653613176,4.385638101401704,4.418084144592285,1501
2006-02-08,4.458642959594727,4.458642959594727,4.372119833048377,4.458642959594727,4316
2006-02-09,4.499198913574219,4.526237198763207,4.44241798241811,4.499198913574219,11259
2006-02-10,4.4451212882995605,4.4451212882995605,4.4451212882995605,4.4451212882995605,188
2006-02-13,4.372119903564453,4.3748232976824255,4.372119903564453,4.372119903564453,4504
2006-02-14,4.24774169921875,4.304522636185364,4.24774169921875,4.24774169921875,2252
2006-02-15,4.33156156539917,4.33156156539917,4.33156156539917,4.33156156539917,751
2006-02-16,4.369415760040283,4.369415760040283,4.369415760040283,4.369415760040283,751
2006-02-17,4.372119903564453,4.401862077584393,4.36671214758406,4.372119903564453,2252
2006-02-21,4.393749237060547,4.393749237060547,4.38023033469417,4.393749237060547,563
2006-02-22,4.407269477844238,4.407269477844238,4.3748229445807105,4.407269477844238,4879
2006-02-23,4.277484893798828,4.3072275499675925,4.277484893798828,4.277484893798828,1689
2006-02-24,4.385637283325195,4.385637283325195,4.277483181035033,4.385637283325195,7506
